Timestamp,Disease_Incidence,Disease_Prevalence,Vaccination_Rates,Health_Disparities_Region,Health_Disparities_Demographics,Environmental_Air_Quality,Environmental_Pollution,Location_Latitude,Location_Longitude
1997-03-17 00:16:23.523103,60,426,58.96,East,Low Income,Moderate,Medium,33.758655,-84.289724
1997-03-18 00:16:23.523103,69,611,1.47,North,Low Income,Moderate,High,33.707458,-84.291911
1997-03-19 00:16:23.523103,N/A,301,0.17,,High Income,Moderate,,,-84.386592
1997-03-20 00:16:23.523103,4,370,49.56,East,Middle Income,Good,Low,33.82006,-84.449496
1997-03-21 00:16:23.523103,75,,75.63,East,High Income,Good,,33.814157,-84.34494
1997-03-22 00:16:23.523103,54,253,N/A,East,High Income,Good,Low,,-84.337954
1997-03-23 00:16:23.523103,,483,30.14,North,Middle Income,Unhealthy,Low,33.8418,-84.333869
1997-03-24 00:16:23.523103,9,415,34.18,West,High Income,Unhealthy,High,33.806781,-84.289107
1997-03-25 00:16:23.523103,49,839,71.18,South,High Income,Unhealthy,High,33.795029,-84.371718
1997-03-26 00:16:23.523103,95,311,31.24,North,Middle Income,Moderate,Medium,33.685266,-84.402356
1997-03-27 00:16:23.523103,18,955,29.67,North,Middle Income,Unhealthy,High,,-84.335672
1997-03-28 00:16:23.523103,55,208,72.15,East,High Income,Unhealthy,High,33.74202,-84.31817
1997-03-29 00:16:23.523103,,291,55.75,South,,Good,,33.700168,-84.448172
1997-03-30 00:16:23.523103,58,865,,South,High Income,Unhealthy,High,,-84.358471
1997-03-31 00:16:23.523103,6,181,70.84,South,High Income,Good,High,33.824436,-84.476163
1997-04-01 00:16:23.523103,77,,,North,Low Income,Unhealthy,,33.725102,-84.37522
1997-04-02 00:16:23.523103,67,533,96.21,South,Middle Income,Moderate,Medium,33.712246,-84.45983
1997-04-03 00:16:23.523103,60,5,86.24,West,Low Income,Good,High,33.775551,-84.414781
1997-04-04 00:16:23.523103,29,412,17.83,South,Low Income,Not Available,Medium,33.748961,-84.310643
,0,N/A,,East,Not Available,Good,Medium,33.735343,-84.310685
1997-04-06 00:16:23.523103,47,662,66.44,East,High Income,Unhealthy,Low,33.696728,
1997-04-07 00:16:23.523103,33,602,50.76,South,Low Income,Unhealthy,Low,33.802921,-84.411261
1997-04-08 00:16:23.523103,,,69.44,East,High Income,,High,33.677807,-84.310394
1997-04-09 00:16:23.523103,,,50.95,West,Not Available,Unhealthy,Low,33.727756,-84.436408
1997-04-10 00:16:23.523103,44,876,79.43,Not Available,Not Available,Unhealthy,Medium,33.682073,-84.288283
1997-04-11 00:16:23.523103,81,399,39.71,East,High Income,Good,Medium,33.792633,-84.296039
1997-04-12 00:16:23.523103,,N/A,49.52,South,Low Income,Unhealthy,Medium,,-84.424313
1997-04-13 00:16:23.523103,83,218,83.49,West,,Unhealthy,Not Available,33.812712,-84.375784
1997-04-14 00:16:23.523103,99,672,68.68,,Middle Income,,Low,,-84.290383
1997-04-15 00:16:23.523103,48,310,0.58,Not Available,Middle Income,Unhealthy,Low,33.840269,-84.392754
1997-04-16 00:16:23.523103,45,226,49.04,West,Middle Income,Moderate,High,,-84.319042
1997-04-17 00:16:23.523103,11,,,East,Low Income,,High,33.719518,-84.304625
1997-04-18 00:16:23.523103,,,91.89,North,Middle Income,Good,Low,33.772178,-84.391022
1997-04-19 00:16:23.523103,76,574,21.31,North,High Income,Good,Low,33.656067,-84.398968
1997-04-20 00:16:23.523103,24,787,9.2,West,High Income,Good,High,33.694425,-84.42555
,72,387,,East,Middle Income,Moderate,Medium,33.653263,-84.394855
1997-04-22 00:16:23.523103,13,34,7.76,North,High Income,Good,Low,33.766546,-84.468188
,62,853,55.72,Not Available,High Income,Good,Medium,33.724982,-84.34798
,N/A,,66.67,South,High Income,Moderate,High,33.75197,-84.482506
1997-04-25 00:16:23.523103,N/A,190,35.2,Not Available,High Income,Good,Low,33.83032,-84.336615
1997-04-26 00:16:23.523103,70,528,,West,Low Income,Unhealthy,,33.785209,-84.483925
1997-04-27 00:16:23.523103,79,164,3.76,North,Low Income,Unhealthy,High,33.707799,-84.291494
1997-04-28 00:16:23.523103,40,,16.66,South,Low Income,Unhealthy,Medium,33.81667,-84.474943
1997-04-29 00:16:23.523103,27,449,29.78,,Low Income,Not Available,High,33.804934,-84.323383
1997-04-30 00:16:23.523103,100,,80.99,West,,Moderate,Low,33.71311,-84.381144
1997-05-01 00:16:23.523103,37,N/A,90.14,Not Available,Middle Income,Unhealthy,,33.794722,-84.440578
1997-05-02 00:16:23.523103,30,,0.38,North,High Income,Unhealthy,High,33.773686,-84.347648
1997-05-03 00:16:23.523103,91,915,56.72,South,Low Income,Moderate,Low,33.773516,-84.299373
1997-05-04 00:16:23.523103,49,705,43.06,North,Low Income,Moderate,Low,33.808399,-84.468049
1997-05-05 00:16:23.523103,9,511,15.99,East,High Income,Unhealthy,Medium,33.756652,
1997-05-06 00:16:23.523103,53,356,60.77,,Middle Income,Moderate,High,33.795497,-84.40686
1997-05-07 00:16:23.523103,18,716,88.45,East,Not Available,Unhealthy,Low,33.792958,-84.35717
1997-05-08 00:16:23.523103,N/A,665,2.82,South,High Income,Unhealthy,High,33.784341,
1997-05-09 00:16:23.523103,21,87,75.62,East,High Income,Good,,33.807115,-84.288719
1997-05-10 00:16:23.523103,93,289,84.52,East,High Income,Good,High,33.831552,
1997-05-11 00:16:23.523103,44,394,12.91,West,Middle Income,Good,High,33.833813,-84.379222
1997-05-12 00:16:23.523103,72,496,66.6,West,Middle Income,Unhealthy,,33.703202,-84.415275
1997-05-13 00:16:23.523103,11,358,90.26,North,Low Income,Good,Medium,33.714758,-84.372561
1997-05-14 00:16:23.523103,77,812,77.03,South,Low Income,Good,High,33.754393,-84.308037
1997-05-15 00:16:23.523103,,610,49.98,North,High Income,Unhealthy,Low,,-84.389881
1997-05-16 00:16:23.523103,N/A,N/A,12.76,North,Low Income,Good,High,,-84.334259
1997-05-17 00:16:23.523103,65,867,93.02,South,Middle Income,Not Available,Low,33.705987,-84.323852
1997-05-18 00:16:23.523103,,838,1.7,West,Middle Income,Unhealthy,High,33.714762,-84.348702
1997-05-19 00:16:23.523103,7,,18.38,South,High Income,Unhealthy,Medium,,-84.315976
1997-05-20 00:16:23.523103,51,166,15.78,Not Available,High Income,Moderate,Low,33.673103,-84.297725
1997-05-21 00:16:23.523103,31,708,19.3,West,,Good,Low,33.704952,-84.439546
1997-05-22 00:16:23.523103,89,186,58.78,South,Middle Income,Moderate,High,33.718449,-84.408037
1997-05-23 00:16:23.523103,36,471,79.2,East,,Unhealthy,High,33.822308,-84.329942
1997-05-24 00:16:23.523103,14,579,70.59,South,High Income,Moderate,Low,33.676164,-84.475501
1997-05-25 00:16:23.523103,85,44,97.07,East,Low Income,Moderate,Low,33.70709,-84.386039
1997-05-26 00:16:23.523103,11,133,18.31,South,High Income,,Medium,33.671629,-84.330649
1997-05-27 00:16:23.523103,,848,66.65,South,Middle Income,Unhealthy,Medium,33.69179,-84.38821
1997-05-28 00:16:23.523103,68,,62.39,East,High Income,Unhealthy,Not Available,33.681963,-84.301362
1997-05-29 00:16:23.523103,54,173,84.79,West,Not Available,Unhealthy,High,33.8253,-84.465068
1997-05-30 00:16:23.523103,11,485,44.0,,Middle Income,Moderate,High,33.841841,-84.479639
1997-05-31 00:16:23.523103,N/A,203,12.47,East,Low Income,Unhealthy,Low,33.724596,
1997-06-01 00:16:23.523103,,430,59.81,East,Low Income,Unhealthy,High,33.843129,-84.3682
1997-06-02 00:16:23.523103,45,N/A,61.38,North,Low Income,Moderate,Medium,33.663361,-84.398131
1997-06-03 00:16:23.523103,33,210,14.82,West,Low Income,Moderate,High,33.82085,-84.413288
1997-06-04 00:16:23.523103,59,760,4.07,South,Low Income,Moderate,High,,-84.344207
1997-06-05 00:16:23.523103,0,71,26.29,South,Low Income,,Low,33.686301,-84.447906
1997-06-06 00:16:23.523103,28,437,,West,High Income,,Not Available,33.655071,-84.348341
1997-06-07 00:16:23.523103,72,954,21.48,East,Middle Income,Good,Low,33.807616,-84.458263
1997-06-08 00:16:23.523103,,910,44.3,East,High Income,,High,33.703531,-84.318184
,55,N/A,53.08,North,Low Income,Unhealthy,Not Available,33.797472,-84.426515
,30,914,82.64,East,High Income,Unhealthy,High,33.670453,-84.384464
1997-06-11 00:16:23.523103,19,217,79.18,East,Low Income,Moderate,Low,33.677838,-84.320554
1997-06-12 00:16:23.523103,88,738,24.44,South,High Income,Moderate,Low,33.805226,-84.377357
1997-06-13 00:16:23.523103,27,852,73.68,East,Not Available,Moderate,,33.657149,-84.431521
1997-06-14 00:16:23.523103,37,217,41.32,West,Middle Income,Unhealthy,Medium,,-84.432022
1997-06-15 00:16:23.523103,98,853,51.12,North,Not Available,Moderate,High,33.720576,-84.465938
1997-06-16 00:16:23.523103,3,301,6.27,,High Income,,Medium,33.822217,-84.470825
1997-06-17 00:16:23.523103,81,973,80.3,,Low Income,Moderate,Not Available,33.650325,
,79,482,73.33,South,,Good,High,,-84.42002
1997-06-19 00:16:23.523103,,820,23.34,,Low Income,Unhealthy,Medium,33.776676,-84.342554
1997-06-20 00:16:23.523103,11,125,,South,Low Income,Unhealthy,Medium,33.692024,-84.487038
,84,99,62.84,West,Low Income,Unhealthy,,33.817969,-84.347312
1997-06-22 00:16:23.523103,,N/A,54.99,North,Low Income,Good,Low,33.832987,-84.293358
1997-06-23 00:16:23.523103,35,545,,West,High Income,Unhealthy,,33.749522,-84.329533
1997-06-24 00:16:23.523103,100,910,0.64,South,Low Income,Good,Low,33.728629,
1997-06-25 00:16:23.523103,62,628,8.52,South,Middle Income,,Medium,33.711909,-84.356574
1997-06-26 00:16:23.523103,96,671,67.53,North,Low Income,,High,33.754906,-84.387103
1997-06-27 00:16:23.523103,9,N/A,16.37,,Low Income,Unhealthy,,33.761448,-84.391723
1997-06-28 00:16:23.523103,25,489,63.68,,Middle Income,Unhealthy,Low,33.782667,-84.450484
1997-06-29 00:16:23.523103,70,,,West,Low Income,Unhealthy,Low,33.807442,-84.413002
1997-06-30 00:16:23.523103,97,628,95.01,,Middle Income,Good,High,33.752073,-84.382692
1997-07-01 00:16:23.523103,16,466,64.22,,Middle Income,Moderate,Low,33.69764,
1997-07-02 00:16:23.523103,15,315,64.63,West,Middle Income,Moderate,Medium,33.827897,-84.454578
,96,362,34.54,West,High Income,Moderate,Medium,33.820587,
1997-07-04 00:16:23.523103,,,N/A,Not Available,High Income,,,33.751848,-84.436513
1997-07-05 00:16:23.523103,N/A,597,45.42,West,Middle Income,Good,High,33.809087,-84.316395
1997-07-06 00:16:23.523103,11,939,6.94,,Middle Income,,Low,33.801931,-84.352892
1997-07-07 00:16:23.523103,7,449,73.6,West,,Good,,33.737814,-84.419724
1997-07-08 00:16:23.523103,39,610,72.39,,Low Income,Good,Low,33.737975,
1997-07-09 00:16:23.523103,20,284,19.11,,,Good,High,33.840086,-84.448006
1997-07-10 00:16:23.523103,78,174,9.51,,High Income,Not Available,Medium,33.680474,-84.420558
1997-07-11 00:16:23.523103,N/A,857,66.14,East,High Income,Good,Not Available,33.715365,-84.299536
1997-07-12 00:16:23.523103,9,980,79.57,West,High Income,Moderate,Medium,33.754789,-84.422106
1997-07-13 00:16:23.523103,53,759,48.58,North,Middle Income,Moderate,Low,33.661665,
,100,166,3.37,East,Low Income,Not Available,Medium,33.79934,-84.42262
,67,170,15.6,East,,Unhealthy,Medium,33.700891,-84.334887
1997-07-16 00:16:23.523103,36,913,61.68,North,Low Income,Unhealthy,High,33.737473,-84.461462
1997-07-17 00:16:23.523103,,75,12.77,West,High Income,Moderate,High,33.807475,-84.352274
,84,266,55.0,West,,Unhealthy,Medium,,-84.304119
1997-07-19 00:16:23.523103,8,199,73.15,East,High Income,Good,Low,33.843705,-84.345701
1997-07-20 00:16:23.523103,13,725,16.42,East,Low Income,Unhealthy,Low,33.693434,-84.450783
1997-07-21 00:16:23.523103,N/A,39,4.96,West,High Income,Good,High,,-84.316654
1997-07-22 00:16:23.523103,18,288,59.98,West,Middle Income,Unhealthy,Medium,33.726214,-84.386498
1997-07-23 00:16:23.523103,9,748,50.5,East,Middle Income,Moderate,High,33.701272,-84.31086
1997-07-24 00:16:23.523103,59,20,73.88,West,,Moderate,Low,33.829541,-84.337671
,31,109,57.34,South,Low Income,Unhealthy,Medium,33.820423,-84.374757
1997-07-26 00:16:23.523103,0,509,25.3,East,High Income,Unhealthy,,33.733873,-84.323802
1997-07-27 00:16:23.523103,5,951,97.63,West,Middle Income,Moderate,Low,33.659804,-84.342785
,44,920,69.77,East,High Income,Moderate,Medium,33.748267,-84.360075
1997-07-29 00:16:23.523103,48,67,19.13,East,High Income,Unhealthy,Low,33.667442,-84.337038
1997-07-30 00:16:23.523103,39,236,83.89,West,Middle Income,Unhealthy,High,33.731127,-84.298159
1997-07-31 00:16:23.523103,62,460,42.66,North,High Income,Good,Medium,33.716929,-84.293464
1997-08-01 00:16:23.523103,N/A,780,,North,Middle Income,Good,High,33.751302,-84.32397
1997-08-02 00:16:23.523103,53,87,41.62,East,High Income,Good,High,,-84.467543
1997-08-03 00:16:23.523103,22,400,8.6,North,Low Income,Good,Low,33.656121,-84.471745
1997-08-04 00:16:23.523103,36,410,88.72,East,High Income,Moderate,Low,33.688456,-84.330266
1997-08-05 00:16:23.523103,96,509,55.11,Not Available,Middle Income,Unhealthy,Low,33.826636,-84.321293
1997-08-06 00:16:23.523103,85,837,82.58,West,Middle Income,Unhealthy,Not Available,,-84.482198
,57,414,18.35,,Low Income,Unhealthy,High,33.666754,-84.346177
1997-08-08 00:16:23.523103,65,515,62.03,West,High Income,Unhealthy,Low,33.713023,-84.326559
1997-08-09 00:16:23.523103,94,205,28.87,Not Available,High Income,Good,Medium,,-84.31597
1997-08-10 00:16:23.523103,77,595,89.42,West,Not Available,,,33.676513,-84.31397
1997-08-11 00:16:23.523103,2,884,19.99,North,Middle Income,Good,Low,33.735742,
1997-08-12 00:16:23.523103,36,182,N/A,South,Middle Income,Unhealthy,Low,,-84.441793
1997-08-13 00:16:23.523103,26,390,83.61,North,Middle Income,Good,Low,33.773894,-84.460722
,79,,98.66,,Middle Income,Not Available,Medium,33.845577,-84.451306
1997-08-15 00:16:23.523103,9,555,2.23,West,,Good,Low,33.707656,-84.450175
,40,622,78.19,North,,Moderate,Not Available,33.766807,-84.482445
1997-08-17 00:16:23.523103,82,656,44.91,West,Low Income,Moderate,High,33.820151,-84.483647
1997-08-18 00:16:23.523103,10,744,80.73,North,Low Income,Good,High,33.706387,-84.423177
1997-08-19 00:16:23.523103,74,648,55.76,North,Middle Income,Good,High,33.79712,-84.340886
1997-08-20 00:16:23.523103,49,385,45.54,Not Available,,Good,Low,33.772308,
1997-08-21 00:16:23.523103,66,44,13.83,South,Middle Income,Not Available,Medium,33.699115,-84.365106
1997-08-22 00:16:23.523103,10,348,56.37,North,High Income,Unhealthy,Low,33.755183,-84.412237
1997-08-23 00:16:23.523103,44,980,2.28,North,Middle Income,Good,,33.725638,-84.369166
1997-08-24 00:16:23.523103,,799,1.62,West,High Income,Good,High,,-84.435077
1997-08-25 00:16:23.523103,17,695,N/A,South,High Income,Unhealthy,Low,,-84.345232
1997-08-26 00:16:23.523103,23,201,92.93,East,Low Income,Not Available,High,33.845182,-84.288473
,22,84,,South,Middle Income,Moderate,High,33.670359,-84.320866
1997-08-28 00:16:23.523103,81,N/A,55.54,East,High Income,Unhealthy,Low,33.841404,-84.386917
1997-08-29 00:16:23.523103,7,804,89.58,West,Middle Income,Moderate,Medium,33.821667,-84.320263
1997-08-30 00:16:23.523103,97,985,47.63,East,Middle Income,Moderate,High,33.84561,-84.479957
1997-08-31 00:16:23.523103,73,177,77.66,North,Low Income,Moderate,High,33.742211,-84.307057
1997-09-01 00:16:23.523103,65,,64.59,South,,Moderate,Low,33.678885,-84.484248
1997-09-02 00:16:23.523103,39,514,38.48,West,Low Income,Not Available,Medium,33.699094,-84.367574
1997-09-03 00:16:23.523103,N/A,904,45.84,South,Low Income,Moderate,Low,33.744324,-84.464788
1997-09-04 00:16:23.523103,3,182,,South,High Income,Good,,33.757308,-84.451475
1997-09-05 00:16:23.523103,27,,65.68,South,High Income,Moderate,Low,,-84.410073
1997-09-06 00:16:23.523103,78,461,73.49,North,Low Income,Unhealthy,Medium,,-84.303615
,98,679,18.4,North,Middle Income,Good,Low,33.810046,-84.380464
1997-09-08 00:16:23.523103,75,942,38.24,East,,Not Available,High,33.764993,-84.446066
1997-09-09 00:16:23.523103,5,493,,North,Low Income,Good,Medium,33.833041,-84.447617
1997-09-10 00:16:23.523103,,444,28.95,East,Not Available,Good,Low,33.722936,-84.479854
1997-09-11 00:16:23.523103,23,6,57.69,West,,Moderate,Medium,33.654141,-84.311148
1997-09-12 00:16:23.523103,96,471,62.54,East,Low Income,,Low,33.7136,-84.350873
1997-09-13 00:16:23.523103,N/A,199,N/A,West,High Income,Moderate,Medium,33.73091,-84.385151
1997-09-14 00:16:23.523103,72,789,63.68,North,Middle Income,Unhealthy,Medium,33.707245,-84.297996
1997-09-15 00:16:23.523103,88,868,36.71,South,Middle Income,Moderate,Low,33.667041,-84.427943
1997-09-16 00:16:23.523103,N/A,418,11.74,North,High Income,Good,Medium,33.700297,-84.459927
1997-09-17 00:16:23.523103,25,522,91.9,,Middle Income,,,33.778879,-84.465892
1997-09-18 00:16:23.523103,19,968,73.04,North,Middle Income,Good,Not Available,33.751397,-84.300742
1997-09-19 00:16:23.523103,48,234,80.19,South,Low Income,Unhealthy,High,33.826026,
1997-09-20 00:16:23.523103,7,864,10.49,West,High Income,Good,High,33.78598,-84.412022
1997-09-21 00:16:23.523103,1,14,80.21,North,Middle Income,,Low,,-84.339499
1997-09-22 00:16:23.523103,90,333,60.72,East,,Moderate,Low,33.693211,-84.481831
1997-09-23 00:16:23.523103,,755,36.79,South,High Income,Good,High,33.736978,-84.454394
1997-09-24 00:16:23.523103,,138,10.69,North,,Moderate,Medium,33.812561,-84.325747
,58,,58.77,East,High Income,Unhealthy,Medium,,-84.306413
1997-09-26 00:16:23.523103,57,363,N/A,West,Low Income,Moderate,Low,33.837069,-84.389026
1997-09-27 00:16:23.523103,,376,45.56,Not Available,Low Income,Good,Low,33.764304,-84.429985
,18,,31.26,East,Not Available,Unhealthy,Low,33.760756,-84.295497
1997-09-29 00:16:23.523103,N/A,251,17.23,North,Low Income,Moderate,Low,33.73863,-84.302713
,54,42,65.8,North,Low Income,Good,Medium,33.804326,-84.324377
1997-10-01 00:16:23.523103,29,16,0.52,South,,Moderate,Medium,33.675858,-84.435239
1997-10-02 00:16:23.523103,64,119,,,Low Income,Unhealthy,Low,33.767567,-84.365659
1997-10-03 00:16:23.523103,87,340,26.44,East,Low Income,Moderate,,33.715988,-84.291741
1997-10-04 00:16:23.523103,N/A,182,3.07,Not Available,Middle Income,Good,High,33.812414,-84.29466
1997-10-05 00:16:23.523103,20,417,81.54,West,High Income,Moderate,Medium,33.775483,-84.370888
1997-10-06 00:16:23.523103,53,N/A,20.79,West,Low Income,Unhealthy,Low,,-84.341498
1997-10-07 00:16:23.523103,33,817,1.08,North,High Income,Unhealthy,Not Available,33.763984,-84.310638
1997-10-08 00:16:23.523103,89,233,,East,Not Available,Good,High,33.744064,-84.328645
1997-10-09 00:16:23.523103,,100,90.52,East,Middle Income,Moderate,Medium,,-84.470361
1997-10-10 00:16:23.523103,40,975,62.05,North,Middle Income,Moderate,Medium,33.783761,-84.439824
1997-10-11 00:16:23.523103,74,605,97.36,East,Middle Income,Not Available,Medium,33.782368,-84.438997
1997-10-12 00:16:23.523103,26,967,79.03,East,High Income,Moderate,,33.737044,-84.29894
1997-10-13 00:16:23.523103,,864,41.4,West,Middle Income,Moderate,High,33.782535,-84.465244
1997-10-14 00:16:23.523103,79,439,69.83,,Middle Income,Unhealthy,Low,33.717928,-84.301664
1997-10-15 00:16:23.523103,47,N/A,,West,Middle Income,Good,High,33.667046,-84.330621
1997-10-16 00:16:23.523103,78,656,,North,High Income,Unhealthy,Medium,33.817665,-84.372732
1997-10-17 00:16:23.523103,36,988,50.42,Not Available,Middle Income,Unhealthy,Low,33.793028,
,2,779,13.95,East,Low Income,Unhealthy,Medium,33.784346,-84.360702
1997-10-19 00:16:23.523103,31,670,98.96,West,Low Income,Unhealthy,Low,33.712112,-84.435848
1997-10-20 00:16:23.523103,9,705,,South,Low Income,Moderate,High,33.721565,-84.470636
1997-10-21 00:16:23.523103,41,425,89.89,West,,Good,Medium,33.792606,-84.295761
1997-10-22 00:16:23.523103,90,103,18.29,East,High Income,Moderate,,33.772174,-84.314653
1997-10-23 00:16:23.523103,79,182,33.04,North,High Income,Unhealthy,Low,33.808594,-84.338486
1997-10-24 00:16:23.523103,76,280,,West,Middle Income,Unhealthy,Medium,33.684155,-84.354326
1997-10-25 00:16:23.523103,20,,83.38,West,Not Available,Unhealthy,Low,33.812929,-84.394253
1997-10-26 00:16:23.523103,82,898,20.19,North,High Income,Unhealthy,High,33.745484,-84.449318
1997-10-27 00:16:23.523103,67,924,97.25,East,Low Income,Moderate,High,33.779327,-84.352103
1997-10-28 00:16:23.523103,25,94,39.71,South,Low Income,Good,Low,33.718234,-84.396267
,96,514,22.9,South,High Income,Moderate,High,33.751535,-84.453166
,17,997,4.87,,Middle Income,Unhealthy,Medium,33.68266,-84.292308
1997-10-31 00:16:23.523103,,88,18.53,North,Low Income,Unhealthy,Low,33.681866,-84.389298
1997-11-01 00:16:23.523103,47,804,56.77,,Low Income,Moderate,Not Available,,-84.452043
,14,822,88.63,North,,Unhealthy,Low,33.787978,-84.350525
1997-11-03 00:16:23.523103,64,970,55.03,Not Available,Middle Income,Unhealthy,High,33.82531,
